event_id,index,match_id,frame_start,frame_end,time_start,time_end,minute_start,second_start,duration,period,attacking_side_id,attacking_side,event_type_id,event_type,event_subtype_id,event_subtype,player_id,player_name,player_position_id,player_position,player_in_possession_id,player_in_possession_name,player_in_possession_position_id,player_in_possession_position,team_id,team_shortname,x_start,y_start,channel_id_start,channel_start,third_id_start,third_start,penalty_area_start,x_end,y_end,channel_id_end,channel_end,third_id_end,third_end,penalty_area_end,associated_player_possession_event_id,associated_player_possession_frame_start,associated_off_ball_run_event_id,associated_off_ball_run_subtype_id,associated_off_ball_run_subtype,game_state_id,game_state,team_score,opponent_team_score,phase_index,player_possession_phase_index,first_player_possession_in_team_possession,last_player_possession_in_team_possession,lead_to_different_phase,issued_from_different_phase,n_player_possessions_in_phase,team_possession_loss_in_phase,team_in_possession_phase_type_id,team_in_possession_phase_type,team_out_of_possession_phase_type_id,team_out_of_possession_phase_type,current_team_in_possession_next_phase_type_id,current_team_in_possession_next_phase_type,current_team_out_of_possession_next_phase_type_id,current_team_out_of_possession_next_phase_type,current_team_in_possession_previous_phase_type_id,current_team_in_possession_previous_phase_type,current_team_out_of_possession_previous_phase_type_id,current_team_out_of_possession_previous_phase_type,game_interruption_before_id,game_interruption_before,game_interruption_after_id,game_interruption_after,lead_to_shot,lead_to_goal,distance_covered,trajectory_angle,trajectory_direction_id,trajectory_direction,in_to_out,out_to_in,speed_avg,speed_avg_band_id,speed_avg_band,separation_start,separation_end,separation_gain,last_defensive_line_x_start,last_defensive_line_x_end,delta_to_last_defensive_line_start,delta_to_last_defensive_line_end,delta_to_last_defensive_line_gain,last_defensive_line_height_start,last_defensive_line_height_end,last_defensive_line_height_gain,inside_defensive_shape_start,inside_defensive_shape_end,start_type_id,start_type,end_type_id,end_type,one_touch,quick_pass,carry,forward_momentum,is_header,hand_pass,initiate_give_and_go,pass_angle_received,pass_direction_received_id,pass_direction_received,pass_distance_received,pass_range_received_id,pass_range_received,pass_outcome_id,pass_outcome,targeted_passing_option_event_id,high_pass,player_targeted_id,player_targeted_name,player_targeted_position_id,player_targeted_position,player_targeted_x_pass,player_targeted_y_pass,player_targeted_channel_pass_id,player_targeted_channel_pass,player_targeted_third_pass_id,player_targeted_third_pass,player_targeted_penalty_area_pass,player_targeted_x_reception,player_targeted_y_reception,player_targeted_channel_reception_id,player_targeted_channel_reception,player_targeted_third_reception_id,player_targeted_third_reception,player_targeted_penalty_area_reception,player_targeted_xpass_completion,player_targeted_difficult_pass_target,player_targeted_xthreat,player_targeted_dangerous,n_passing_options,n_off_ball_runs,n_passing_options_line_break,n_passing_options_first_line_break,n_passing_options_second_last_line_break,n_passing_options_last_line_break,n_passing_options_ahead,n_passing_options_dangerous_difficult,n_passing_options_dangerous_not_difficult,n_passing_options_not_dangerous_not_difficult,n_passing_options_not_dangerous_difficult,n_passing_options_at_start,n_passing_options_at_end,n_passing_options_ahead_at_start,n_passing_options_ahead_at_end,n_teammates_ahead_end,n_teammates_ahead_start,organised_defense,defensive_structure,n_defensive_lines,first_line_break,first_line_break_type_id,first_line_break_type,second_last_line_break,second_last_line_break_type_id,second_last_line_break_type,last_line_break,last_line_break_type_id,last_line_break_type,furthest_line_break_id,furthest_line_break,furthest_line_break_type_id,furthest_line_break_type,interplayer_distance,interplayer_distance_range_id,interplayer_distance_range,interplayer_angle,interplayer_direction_id,interplayer_direction,pass_distance,pass_range_id,pass_range,pass_angle,pass_direction_id,pass_direction,pass_ahead,n_opponents_ahead_player_in_possession_pass_moment,n_opponents_ahead_pass_reception,n_opponents_bypassed,location_to_player_in_possession_id_start,location_to_player_in_possession_start,location_to_player_in_possession_id_end,location_to_player_in_possession_end,distance_to_player_in_possession_start,distance_to_player_in_possession_end,player_in_possession_x_start,player_in_possession_y_start,player_in_possession_channel_id_start,player_in_possession_channel_start,player_in_possession_third_id_start,player_in_possession_third_start,player_in_possession_penalty_area_start,player_in_possession_x_end,player_in_possession_y_end,player_in_possession_channel_id_end,player_in_possession_channel_end,player_in_possession_third_id_end,player_in_possession_third_end,player_in_possession_penalty_area_end,targeted,received,received_in_space,dangerous,difficult_pass_target,xthreat,xpass_completion,passing_option_score,predicted_passing_option,peak_passing_option_frame,passing_option_at_player_possession_start,n_simultaneous_runs,give_and_go,intended_run_behind,push_defensive_line,break_defensive_line,passing_option_at_start,n_simultaneous_passing_options,passing_option_at_pass_moment,n_opponents_ahead_end,n_opponents_ahead_start,n_opponents_overtaken,is_player_possession_start_matched,is_player_possession_end_matched,is_previous_pass_matched,is_pass_reception_matched,fully_extrapolated
8_0,0,1925299,40,40,00:03.0,00:03.0,0,3,0.0,1,2,right_to_left,8,player_possession,,,51002,J. O'Shea,9,LDM,,,,,1802,Brisbane FC,0.26,-0.32,3,center,2,middle_third,False,0.26,-0.32,3,center,2,middle_third,False,,,,,,3,drawing,0,0,0,1,True,False,True,True,1,False,1,create,9,medium_block,6,direct,15,defending_direct,,,,,,,,,False,False,0.0,180.0,2,backward,,,0.39,1,jogging,8.76,8.76,0.0,25.63,25.63,25.37,25.37,0.0,26.87,26.87,0.0,False,False,13,unknown,1,pass,True,False,False,False,False,False,False,,,,,,,1,successful,,,51050,B. Warland,4,LCB,-14.01,-0.43,3,center,2,middle_third,False,-9.36,-0.42,3,center,2,middle_third,False,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,17.43,2,medium,177.5,2,backward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,9,0,True,True,,True,False
1_0,1,1925299,53,68,00:04.3,00:05.8,0,4,1.5,1,2,right_to_left,1,off_ball_run,8,run_ahead_of_the_ball,51043,H. Van Der Saag,8,RB,51050,B. Warland,4,LCB,1802,Brisbane FC,3.26,-32.78,5,wide_right,2,middle_third,False,10.95,-31.95,5,wide_right,2,middle_third,False,8_1,58,,,,3,drawing,0,0,1,,,,,,,,6,direct,15,defending_direct,,,,,,,,,,,,,False,False,7.27,6.16,1,forward,False,False,18.42,2,running,13.12,10.95,-2.16,25.8,28.46,22.54,17.51,-5.03,26.7,24.04,-2.66,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,ahead,3,ahead,35.4,35.41,-10.96,-0.36,3,center,2,middle_third,False,-7.42,-1.68,3,center,2,middle_third,False,True,False,,False,False,0.0007,0.7945,0.8522,True,,True,0,False,,,,True,,,8,8,0,True,True,,,
8_1,2,1925299,58,58,00:04.8,00:04.8,0,4,0.0,1,2,right_to_left,8,player_possession,,,51050,B. Warland,4,LCB,,,,,1802,Brisbane FC,-9.36,-0.42,3,center,2,middle_third,False,-9.36,-0.42,3,center,2,middle_third,False,,,,,,3,drawing,0,0,1,1,False,True,True,True,1,True,6,direct,15,defending_direct,5,chaotic,5,chaotic,1,create,9,medium_block,,,,,False,False,0.0,-2.15,1,forward,,,11.5,1,jogging,8.93,8.93,0.0,26.52,26.52,35.88,35.88,0.0,25.98,25.98,0.0,False,False,1,pass_reception,1,pass,True,False,False,False,False,False,False,177.5,2,backward,17.43,2,medium,2,unsuccessful,7_0,,51043,H. Van Der Saag,8,RB,5.66,-32.5,5,wide_right,2,middle_third,False,,,,,,,,0.7945,False,0.0007,False,1,1,1,1,0,0,1,0,0,1,0,,,,,8,8,True,442,3,True,,,False,,,False,,,1,first,1,through,35.42,3,long,-64.91,4,sideway_right,,,,,,,True,10,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,0,True,True,True,False,False
7_0,3,1925299,58,58,00:04.8,00:04.8,0,4,0.0,1,2,right_to_left,7,passing_option,,,51043,H. Van Der Saag,8,RB,51050,B. Warland,4,LCB,1802,Brisbane FC,5.66,-32.5,5,wide_right,2,middle_third,False,5.66,-32.5,5,wide_right,2,middle_third,False,8_1,58,1_0,8,run_ahead_of_the_ball,3,drawing,0,0,1,,,,,,,,6,direct,15,defending_direct,,,,,,,,,,,,,False,False,0.0,6.65,1,forward,False,False,17.4,2,running,12.25,12.25,0.0,26.52,26.52,20.86,20.86,0.0,25.98,25.98,0.0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,442,3,True,1,through,False,,,False,,,1,first,1,through,35.42,3,long,-64.91,4,sideway_right,,,,,,,True,10,8,2,3,ahead,3,ahead,35.42,35.42,-9.36,-0.42,3,center,2,middle_third,False,-9.36,-0.42,3,center,2,middle_third,False,True,False,,False,False,0.0007,0.7945,0.8522,True,58,True,,,,,,,0,True,,,,True,True,,,False
8_2,4,1925299,90,90,00:08.0,00:08.0,0,8,0.0,1,1,left_to_right,8,player_possession,,,50982,R. Warland,2,LB,,,,,871,Perth Glory,-35.15,20.9,1,wide_left,1,defensive_third,False,-35.15,20.9,1,wide_left,1,defensive_third,False,,,,,,3,drawing,0,0,2,1,True,False,False,True,2,True,5,chaotic,5,chaotic,9,medium_block,1,create,15,defending_direct,6,direct,,,,,False,False,0.0,-145.62,2,backward,,,8.33,1,jogging,11.63,11.63,0.0,0.97,0.97,36.12,36.12,0.0,51.53,51.53,0.0,False,False,2,pass_interception,1,pass,True,False,False,False,True,False,False,,,,,,,2,unsuccessful,,,966114,A. Faisal,16,LW,-21.57,21.72,1,wide_left,1,defensive_third,False,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,0,False,False,True,True,False
8_3,5,1925299,144,144,00:13.4,00:13.4,0,13,0.0,1,1,left_to_right,8,player_possession,,,809166,A. Lebib,6,RCB,,,,,871,Perth Glory,-35.01,9.68,2,half_space_left,1,defensive_third,False,-35.01,9.68,2,half_space_left,1,defensive_third,False,,,,,,3,drawing,0,0,2,2,False,True,True,False,2,True,5,chaotic,5,chaotic,9,medium_block,1,create,15,defending_direct,6,direct,,,,,False,False,0.0,52.77,3,sideway_left,,,4.49,1,jogging,2.04,2.04,0.0,-5.08,-5.08,29.93,29.93,0.0,57.58,57.58,0.0,False,False,3,keep_possession,1,pass,True,False,False,False,False,False,False,,,,,,,2,unsuccessful,7_1,,966114,A. Faisal,16,LW,-21.76,18.82,2,half_space_left,1,defensive_third,False,,,,,,,,0.5115,True,0.0009,False,1,0,0,0,0,0,1,0,0,0,1,,,,,7,7,False,,,,,,,,,,,,,,,,16.1,2,medium,34.6,1,forward,,,,,,,True,10,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,0,True,True,,True,False
7_1,6,1925299,144,144,00:13.4,00:13.4,0,13,0.0,1,1,left_to_right,7,passing_option,,,966114,A. Faisal,16,LW,809166,A. Lebib,6,RCB,871,Perth Glory,-21.76,18.82,2,half_space_left,1,defensive_third,False,-21.76,18.82,2,half_space_left,1,defensive_third,False,8_3,144,,,,3,drawing,0,0,2,,,,,,,,5,chaotic,5,chaotic,,,,,,,,,,,,,False,False,0.0,18.43,1,forward,False,False,,,,1.15,1.15,0.0,-5.08,-5.08,16.68,16.68,0.0,57.58,57.58,0.0,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,16.1,2,medium,34.6,1,forward,,,,,,,True,10,6,4,3,ahead,3,ahead,16.1,16.1,-35.01,9.68,2,half_space_left,1,defensive_third,False,-35.01,9.68,2,half_space_left,1,defensive_third,False,True,False,,False,True,0.0009,0.5115,0.0377,False,144,False,,,,,,,0,False,,,,True,True,,,True
1_1,7,1925299,162,190,00:15.2,00:18.0,0,15,2.8,1,2,right_to_left,1,off_ball_run,4,dropping_off,51050,B. Warland,4,LCB,965697,L. Herrington,6,RCB,1802,Brisbane FC,4.54,-7.37,3,center,2,middle_third,False,-8.19,-6.39,3,center,2,middle_third,False,8_4,174,,,,3,drawing,0,0,3,,,,,,,,1,create,9,medium_block,,,,,,,,,,,,,False,False,12.82,175.6,2,backward,False,False,16.44,2,running,16.02,14.78,-1.24,33.95,26.72,29.41,34.91,5.5,18.55,25.78,7.23,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,same_line,1,behind,10.18,16.93,3.96,-17.53,4,half_space_right,2,middle_third,False,-3.15,-22.55,5,wide_right,2,middle_third,False,False,False,,False,False,0.0005,0.9974,0.947,True,,True,1,False,,,,True,,,10,10,0,True,True,,,
8_4,8,1925299,174,187,00:16.4,00:17.7,0,16,1.3,1,2,right_to_left,8,player_possession,,,965697,L. Herrington,6,RCB,,,,,1802,Brisbane FC,0.79,-20.89,5,wide_right,2,middle_third,False,-2.43,-22.38,5,wide_right,2,middle_third,False,,,,,,3,drawing,0,0,3,1,True,False,False,True,4,True,1,create,9,medium_block,11,defending_transition,4,transition,5,chaotic,5,chaotic,,,,,False,False,3.33,-155.17,2,backward,False,False,9.92,1,jogging,13.73,12.26,-1.47,30.81,27.47,30.02,29.9,-0.12,21.69,25.03,3.34,False,False,2,pass_interception,1,pass,False,False,True,False,False,False,False,,,,,,,1,successful,7_3,False,560983,A. Burke-Gilroy,2,LB,3.04,7.11,3,center,2,middle_third,False,-6.47,17.77,2,half_space_left,2,middle_third,False,0.9701,False,0.0011,False,2,2,0,0,0,0,1,0,0,2,0,1,2,0,1,8,8,True,442,3,False,,,False,,,False,,,,,,,29.99,2,medium,79.49,3,sideway_left,26.56,2,medium,54.87,3,sideway_left,True,10,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,0,True,True,True,True,False
7_2,9,1925299,174,187,00:16.4,00:17.7,0,16,1.3,1,2,right_to_left,7,passing_option,,,51050,B. Warland,4,LCB,965697,L. Herrington,6,RCB,1802,Brisbane FC,-1.0,-7.38,3,center,2,middle_third,False,-6.94,-6.73,3,center,2,middle_third,False,8_4,174,1_1,4,dropping_off,3,drawing,0,0,3,,,,,,,,1,create,9,medium_block,,,,,,,,,,,,,False,False,5.55,173.76,2,backward,False,False,16.57,2,running,16.19,15.21,-0.98,30.81,27.47,31.81,34.41,2.6,21.69,25.03,3.34,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,442,3,False,,,False,,,False,,,,,,,14.69,1,short,101.07,3,sideway_left,,,,,,,False,10,10,0,2,same_line,1,behind,13.63,16.29,0.79,-20.89,5,wide_right,2,middle_third,False,-2.43,-22.38,5,wide_right,2,middle_third,False,False,False,,False,False,0.0005,0.9974,0.947,True,179,True,,,,,,,1,True,,,,True,True,,,False
